Open,High,Low,Close,Volume,RSI,MA20,MA50,Buy,Sell,Target
1896.1404381717568,1915.230476273842,1896.1404381717568,1912.8565673828125,9216908,50.67457947527552,1918.721990966797,1894.1681176757813,0,0,1
1912.8565427773563,1925.6161972532404,1904.6468098512394,1914.2413330078125,8438110,51.06547974594863,1919.4836120605469,1896.5024365234376,0,0,1
1910.5814871475898,1948.4647782910715,1910.5814871475898,1943.3212890625,16450204,58.50279478384526,1921.0216857910157,1900.5973876953126,0,0,0
1927.19873046875,1936.5953572959124,1920.6705717688092,1927.19873046875,5869759,53.635598345398925,1921.427227783203,1904.1433764648436,0,0,1
1943.6181063719282,1957.4657671806851,1934.3203671090732,1939.562744140625,11312661,56.61643189072298,1923.1384033203126,1908.0187426757811,0,0,1
1944.6072733737653,1960.4331718345895,1942.530148349187,1958.6527099609375,9202966,60.80629420326486,1925.9425537109375,1911.4499951171874,0,0,1
1959.839632938963,2005.0423050023703,1958.454842740137,1999.800048828125,25042415,67.98369201929071,1930.60625,1914.55384765625,0,0,1
2013.0,2019.800048828125,1993.4000244140625,2014.9000244140625,14106692,70.1443981100447,1935.1644104003906,1917.7005517578125,0,0,0
2011.5,2013.800048828125,1995.5,2001.5,6824510,65.89441612469066,1939.6856079101562,1920.0115014648438,0,0,1
2005.0,2016.0,2004.0,2012.0999755859375,7194693,67.56838225830637,1945.1077209472655,1922.1308911132812,0,0,0
2019.9000244140625,2019.9000244140625,1977.9000244140625,1986.0,9439125,59.78714094846534,1948.4038696289062,1923.0438110351563,0,0,1
1994.9000244140625,2008.0,1984.300048828125,1987.0999755859375,8430253,59.99623125488336,1951.3395874023438,1924.72650390625,0,0,1
1987.0999755859375,2003.5,1980.0,1989.300048828125,3931972,60.43930058130106,1952.946142578125,1926.59365234375,0,0,0
1989.0,1998.4000244140625,1983.800048828125,1987.4000244140625,5674713,59.82306585398763,1954.4477966308593,1928.533583984375,0,0,1
1977.0,2005.0,1977.0,2001.4000244140625,7612158,62.83031337949407,1957.3220520019531,1930.5754736328124,0,0,1
2007.0,2013.800048828125,1998.0999755859375,2011.199951171875,6930714,64.81559478262429,1961.4231994628906,1933.0388793945312,0,0,0
2016.0,2017.0,2000.0,2006.199951171875,8515155,62.967676753766895,1965.620538330078,1935.0818115234374,0,0,0
1998.0,2004.800048828125,1980.9000244140625,1983.699951171875,6258461,55.323819862011476,1969.9688415527344,1936.7360668945312,0,0,0
1983.0,1988.699951171875,1970.5999755859375,1983.0,6544425,55.099734085717856,1973.4018310546876,1938.0815673828124,0,0,1
1973.0,2003.5999755859375,1973.0,1995.5,7249084,58.34462521350306,1977.7466674804687,1939.777958984375,0,0,1
2018.0,2022.699951171875,1992.5999755859375,1996.300048828125,8997306,58.55109449564453,1981.9188415527344,1941.2153759765624,0,0,0
2004.0,2004.800048828125,1982.699951171875,1986.9000244140625,11264579,55.09568771299033,1985.551776123047,1942.8030712890625,0,0,0
1986.9000244140625,1997.0,1953.0,1957.4000244140625,8064723,45.933988335097,1986.255712890625,1944.5683227539062,0,0,1
1978.199951171875,2002.0,1976.5,2000.5,11154539,57.146121646736994,1989.9207763671875,1945.860263671875,0,0,1
2013.0999755859375,2018.0,2003.0,2007.0999755859375,7418407,58.563219727231036,1993.2976379394531,1947.9686743164064,0,0,1
2011.0,2029.800048828125,2003.0,2024.300048828125,6817458,62.08226470946296,1996.5800048828125,1950.6584741210938,0,0,0
2037.699951171875,2037.699951171875,2008.4000244140625,2014.199951171875,9553588,58.91804173433573,1997.3,1952.6873193359374,0,0,0
2015.0,2015.0,1999.0,2004.5999755859375,4653299,55.99664349609443,1996.7849975585937,1954.5063623046874,0,0,1
2003.0,2021.4000244140625,2000.5,2008.5,6029790,56.930950547720165,1997.1349975585938,1956.32427734375,0,0,1
1999.9000244140625,2026.5,1996.300048828125,2021.5999755859375,9947848,60.002940097825196,1997.6099975585937,1958.875009765625,0,0,1
2028.0,2032.5999755859375,2017.0,2025.800048828125,7577018,60.96430318835241,1999.6,1961.2743334960937,0,0,0
2014.5999755859375,2031.4000244140625,2008.0,2018.199951171875,11091516,58.23656838944595,2001.1549987792969,1963.658154296875,0,0,0
2014.0,2028.300048828125,2009.300048828125,2012.199951171875,5658629,56.102418707296344,2002.2999938964845,1965.65095703125,0,0,0
2010.0999755859375,2018.5,1988.0999755859375,1992.0,6966973,49.52256840375873,2002.5299926757812,1967.10919921875,0,0,0
1986.5,1994.4000244140625,1965.5,1974.699951171875,9097560,44.68850897278138,2001.1949890136718,1968.4964135742186,0,0,0
